Features collected of individuals 
Mean ; SDNN ; RMSSD ; SDSD ; Median ; Var ; Range ; CVSD ; CVNNI  ; Activity
0.7432529043186722;0.03657288945134308;0.04497092645554252;0.044224794624972544;0.7350028720810275;0.0013375762428201616;0.15500060567695095;0.060505550929217874;0.049206520739893844;0
0.7355028740348246;0.03351760481289995;0.03867899072535447;0.038570516676076846;0.7325028623120449;0.0011234298323937336;0.12000046891118732;0.05258849705531279;0.04557100454146282;0
0.7320028603582484;0.037536094357684076;0.03821698222122278;0.038158951276145624;0.7325028623120449;0.0014089583796289622;0.13500052752508562;0.05220878809478841;0.05127861705255304;0
0.7297528515661634;0.040765050017222346;0.03414379276770695;0.03355456863299089;0.7325028623120449;0.0016617893029066393;0.14000054706305587;0.046788159435662426;0.05586144669354041;0
0.7255028349588921;0.040226490537545616;0.03507524444176414;0.0347887735601834;0.7275028427740791;0.001618170540967247;0.14000054706305587;0.04834611630945804;0.055446358855131;0
0.719752812490231;0.04099037081440534;0.03422077999683099;0.034021879288339975;0.7250028330050955;0.0016802104995024532;0.14000054706305587;0.04754518412846835;0.056950622634714176;0
0.7195028115133327;0.04093978175648221;0.0368854571420377;0.03685164656159849;0.7250028330050955;0.0016760657302683935;0.14000054706305587;0.05126520223660612;0.056900099765244044;0
0.7210028173747226;0.04281556050357873;0.03937019321215844;0.03933851826501045;0.7250028330050955;0.0018331722212356109;0.14000054706305587;0.05460477027747424;0.059383347015863945;0
0.7192528105364344;0.04206136663335051;0.04153328160912628;0.04153244790045737;0.7225028232361121;0.0017691585630651313;0.14000054706305587;0.057745039019242564;0.05847925238134311;0
0.7252528339819939;0.05061419105930887;0.05047165867346509;0.05007493206019099;0.7225028232361126;0.002561796336588222;0.19000074244272014;0.06959181172219751;0.06978833958002223;0
0.7295028505892651;0.0540445399669865;0.04851768507456489;0.04851126149076753;0.7225028232361126;0.0029208123002432015;0.19000074244272014;0.06650787592587762;0.07408406961443857;0
0.7272528417971803;0.05207492207261064;0.049364573832616596;0.049364573832616596;0.7225028232361126;0.002711797508868471;0.19000074244272014;0.06787814497998705;0.07160497571095575;0
0.7292528496123667;0.053736285286414054;0.04913748623820206;0.04893340931287852;0.7225028232361126;0.0028875883563828793;0.19000074244272014;0.06738058859052937;0.0736867676485289;0
0.7325028623120449;0.05415641843776391;0.046254625764662986;0.04625163125938263;0.7300028525430617;0.002932917658006175;0.19000074244272014;0.06314600002881436;0.07393338814653448;0
0.7297528515661635;0.05300157253209536;0.047267620916667995;0.04722071388193774;0.7250028330050959;0.002809166690874965;0.19000074244272014;0.06477209484721341;0.07262948328101179;0
0.7292528496123668;0.052697828957253626;0.04726762091666793;0.047255898523055555;0.7250028330050959;0.0027770611768079584;0.19000074244272014;0.06481650492252854;0.07226276727648726;0
0.7277528437509769;0.052951897906001334;0.04842267203177413;0.048419811608696246;0.7225028232361126;0.002803903491847588;0.19000074244272014;0.0665372488030338;0.07276082582251023;0
0.7272528417971804;0.05312555588832369;0.04820479613676683;0.048178929796241055;0.7225028232361126;0.002822324688443404;0.19000074244272014;0.06628340704402555;0.07304963670824621;0
0.7265028388664855;0.053116267175186284;0.047985931005636834;0.047983044547033636;0.7200028134671292;0.002821337838625772;0.19000074244272014;0.06605057604524453;0.07311226375668414;0
