Diff Between Pulses ;  ACC
0.8300032433023853;0.8300032433023853;0
0.7300028525430619;1.5600060958454471;1
0.7000027353152647;2.260008831160712;2
0.7750030283847571;3.035011859545469;3
0.7750030283847575;3.8100148879302265;4
0.7300028525430622;4.540017740473289;5
0.7550029502328925;5.295020690706181;6
0.7550029502328925;6.050023640939074;7
0.725002833005095;6.775026473944169;8
0.7250028330050959;7.500029306949265;9
0.7950031065366217;8.295032413485886;10
0.7500029306949276;9.045035344180814;11
0.7050027548532309;9.750038099034045;12
0.7800030479227225;10.530041146956767;13
0.7650029893088259;11.295044136265593;14
0.7350028720810275;12.03004700834662;15
0.7150027939291626;12.745049802275783;16
0.7350028720810275;13.480052674356811;17
0.7100027743911976;14.190055448748009;18
0.6750026376254343;14.865058086373443;19
0.6750026376254343;15.540060723998877;20
0.660002579011536;16.200063303010413;21
0.6550025594735658;16.85506586248398;22
0.6900026962393326;17.54506855872331;23
0.660002579011536;18.205071137734848;24
0.7250028330050959;18.930073970739944;25
0.7850030674606892;19.715077038200633;26
0.7200028134671292;20.435079851667762;27
0.8450033019162859;21.280083153584048;28
0.8100031651505191;22.090086318734567;29
0.7500029306949259;22.840089249429493;30
0.7900030869986558;23.63009233642815;31
0.7700030088467926;24.40009534527494;32
0.7250028330050959;25.125098178280037;33
0.7550029502328925;25.88010112851293;34
0.7050027548532292;26.58510388336616;35
0.7050027548532327;27.29010663821939;36
0.7200028134671292;28.01010945168652;37
0.6800026571633992;28.69011210884992;38
0.6950027157772993;29.38511482462722;39
0.7000027353152625;30.085117559942482;40
0.6850026767013695;30.77012023664385;41
0.7100027743911959;31.480123011035047;42
0.7550029502328925;32.23512596126794;43
0.6900026962393326;32.92512865750727;44
0.7300028525430591;33.65513151005033;45
0.7450029111569592;34.40013442120729;46
0.6950027157772993;35.09513713698459;47
0.7350028720810329;35.83014000906562;48
0.7100027743911923;36.540142783456815;49
0.6950027157772993;37.235145499234115;50
0.7150027939291661;37.95014829316328;51
0.6950027157772993;38.64515100894058;52
0.6800026571633992;39.32515366610398;53
0.700002735315266;40.025156401419245;54
0.6850026767013659;40.71015907812061;55
0.6500025399355991;41.36016161805621;56
0.6800026571633992;42.04016427521961;57
0.6600025790115396;42.70016685423115;58
0.6500025399355991;43.35016939416675;59
0.6250024422457727;43.97517183641252;60
0.6550025594735729;44.630174395886094;61
0.6250024422457727;45.25517683813187;62
0.6100023836318726;45.86517922176374;63
0.7050027548532256;46.570181976616965;64
0.7700030088467926;47.34018498546376;65
0.7700030088467926;48.11018799431055;66
0.7700030088467926;48.88019100315734;67
0.7600029697708592;49.6401939729282;68
0.7750030283847522;50.415197001312954;69
0.7550029502328925;51.17019995154585;70
0.6850026767013659;51.85520262824721;71
0.7200028134671328;52.575205441714346;72
0.7150027939291661;53.29020823564351;73
0.6950027157772922;53.985210951420804;74
0.7950031065366261;54.78021405795743;75
0.8150031846884858;55.595217242645916;76
0.8250032237644191;56.420220466410335;77
0.7150027939291661;57.1352232603395;78
0.7850030674606856;57.92022632780019;79
0.7500029306949259;58.67022925849511;80
0.700002735315266;59.37023199381038;81
0.7500029306949259;60.120234924505304;82
0.7300028525430662;60.85023777704837;83
0.7650029893088188;61.61524076635719;84
0.9000035168339124;62.5152442831911;85
0.7650029893088259;63.28024727249993;86
0.8200032042264596;64.10025047672639;87
0.7700030088467855;64.87025348557317;88
0.7300028525430662;65.60025633811624;89
0.7850030674606927;66.38525940557693;90
0.7700030088467855;67.15526241442372;91
0.715002793929159;67.87026520835288;92
0.750002930694933;68.62026813904781;93
0.730002852543052;69.35027099159086;94
0.685002676701373;70.03527366829223;95
0.7250028330050924;70.76027650129733;96
0.6650025985495063;71.42527909984683;97
0.7200028134671328;72.14528191331397;98
0.7550029502328925;72.90028486354686;99
0.715002793929159;73.61528765747602;100
0.8050031456125595;74.42029080308858;101
0.7900030869986523;75.21029389008723;102
0.7700030088467855;75.98029689893401;103
0.8200032042264525;76.80030010316047;104
0.750002930694933;77.5503030338554;105
0.7850030674606927;78.33530610131609;106
0.8000031260745857;79.13530922739068;107
0.7250028330050924;79.86031206039577;108
0.7650029893088259;80.6253150497046;109
0.7600029697708521;81.38531801947545;110
0.7300028525430662;82.11532087201851;111
0.8250032237644263;82.94032409578294;112
0.7200028134671186;83.66032690925006;113
0.750002930694933;84.41032983994499;114
0.7500029306949187;85.16033277063991;115
0.7200028134671328;85.88033558410704;116
0.7850030674606927;86.66533865156774;117
0.8000031260745857;87.46534177764232;118
0.7350028720810258;88.20034464972335;119
0.8650033800681598;89.06534802979151;120
0.7750030283847451;89.84035105817625;121
0.7450029111569592;90.58535396933321;122
0.8200032042264525;91.40535717355966;123
0.7400028916189996;92.14536006517866;124
0.7550029502328925;92.90036301541156;125
0.7850030674606927;93.68536608287225;126
0.7250028330050924;94.41036891587734;127
0.7600029697708663;95.17037188564821;128
0.8000031260745857;95.9703750117228;129
0.7400028916189854;96.71037790334178;130
0.8850034582200124;97.59538136156179;131
0.8050031456125595;98.40038450717435;132
0.8550033409922122;99.25538784816656;133
0.7450029111569592;100.00039075932352;134
0.7900030869986665;100.79039384632219;135
0.7550029502328925;101.54539679655508;136
0.715002793929159;102.26039959048424;137
0.7050027548532256;102.96540234533747;138
0.6750026376254397;103.6404049829629;139
0.6650025985495063;104.30540758151241;140
0.6250024422457727;104.93041002375818;141
0.6450025203976253;105.57541254415581;142
0.6550025594735729;106.23041510362938;143
0.6650025985495063;106.89541770217889;144
0.7500029306949187;107.64542063287381;145
0.7550029502328925;108.4004235831067;146
