peakx,peaky
42.0,7.516577858920048
112.0,32.725876440607834
274.0,71.21999675258314
425.0,62.318868907345866
577.0,56.592152562912545
732.0,81.76400117073929
890.0,66.68849850333433
1049.0,66.16534921223226
1209.0,63.27018771803044
1367.0,77.55834371888582
1518.0,73.4117696714821
1638.0,55.76977425004814
1760.0,49.877644527572706
1882.0,39.51907169219712
2003.0,49.93318870112881
2098.0,46.53864205379856
2172.0,55.1174466621346
2326.0,59.08079562746086
2479.0,48.54012376327001
2630.0,63.021985385093025
2780.0,55.08646168277306
2907.0,48.27314543950639
3027.0,41.60842630463519
3148.0,39.964327477887316
3268.0,54.97173909210294
3429.0,52.823150308795434
3575.0,52.76319570301241
3721.0,48.78232967418517
3866.0,77.91646590435164
4007.0,74.75957998494921
4129.0,76.4376082187443
4247.0,59.1588632678237
4364.0,69.0941737366349
4481.0,43.399359469447454
4598.0,56.28953328978624
4755.0,67.21275884613645
4900.0,54.643740059028374
5044.0,55.29500080889144
5176.0,55.64643373153835
5329.0,45.983132208914725
5471.0,56.95660812125885
5611.0,51.218808667978045
5739.0,59.39734697144074
5857.0,50.99771637453729
5973.0,49.049280438244
6089.0,45.45772277919105
6206.0,48.68505221138936
6362.0,61.991363019040975
6505.0,58.86865412426775
6649.0,51.77257282997797
6796.0,67.63119773864203
6944.0,76.0558791177078
7091.0,60.81630568505883
7210.0,51.323921897555934
7329.0,51.29668535963539
7447.0,62.274235726956974
7606.0,63.77252664868919
7751.0,54.84800106410433
7895.0,59.43480802376057
8028.0,65.21733660529304
8183.0,54.88243551962929
8329.0,79.42030903391954
8475.0,53.737551361375445
8610.0,55.35683083689955
8732.0,49.234303843534626
8851.0,54.543228522267114
9010.0,73.24505597427411
9156.0,58.88113756814185
9300.0,58.43245624222058
9431.0,46.30426433837089
9587.0,69.67012107762531
9733.0,64.11250277353555
9878.0,65.38352466841224
10007.0,51.540941219613806
10128.0,43.40116255436714
10246.0,42.60924121105211
10403.0,67.86292712118752
10546.0,58.43854081741554
10687.0,56.86457395271025
10816.0,61.13766246525593
10968.0,72.01508111853094
11110.0,60.84666640600316
11252.0,74.71873203900785
11379.0,72.12851181336748
11497.0,59.82455937128046
11614.0,43.09466632252077
11730.0,70.22079370662647
11885.0,51.82902654200328
