peakx,peaky
27.0,41.4915825022523
110.0,129.74288473952603
225.0,82.82733793145441
463.0,145.73238887121764
701.0,118.9498464818715
834.0,104.32550617036595
947.0,87.92507638268242
1192.0,138.3956426555786
1369.0,97.24985252400626
1550.0,82.82794254851326
1793.0,96.12595360391786
1915.0,87.76535010955456
2148.0,100.64417131059044
2261.0,83.34704564607611
2507.0,79.61679183468482
2622.0,95.30358064779074
2871.0,90.83641212967602
2996.0,84.50082251322513
3244.0,101.9150731297566
3487.0,124.62424149883964
3665.0,92.69249622047819
3735.0,58.159566522783855
3978.0,88.29148535458324
4093.0,114.74906247317445
4230.0,92.7240505586134
4568.0,117.54606736746256
4715.0,94.40399132678496
4903.0,70.64504994930017
4976.0,116.3022700127276
5068.0,82.87613956727711
5345.0,115.38779974952209
5474.0,105.01892061056971
5710.0,56.49043419594907
5772.0,78.76749929984291
5964.0,111.01387363752818
6141.0,57.34816647926917
6316.0,87.51247155130986
6494.0,84.3714879041666
6758.0,67.8943674461991
6931.0,117.34567052150423
7172.0,69.08134268822492
7284.0,114.70515934155097
7459.0,77.86824108498004
7528.0,97.68426360817696
7721.0,66.05285454283954
7898.0,160.23196156464124
7986.0,83.73472534995267
8071.0,84.23917850798604
8141.0,67.41299340373722
8507.0,153.30850130849853
8683.0,83.2438707045724
8862.0,46.91750703418552
9104.0,87.81092099240773
9215.0,64.18386648156643
9457.0,121.53685005087793
9641.0,91.41897215100583
9903.0,78.8913088539533
10064.0,94.84811008209824
10240.0,49.236353690709265
10426.0,116.12066690476934
10558.0,76.92290673642218
10670.0,136.3374788007207
10809.0,118.19545214375626
10930.0,74.89350355792955
11124.0,91.51003340697949
11298.0,116.90368757132813
11473.0,90.93850409424253
11550.0,93.70000479084304
11717.0,61.35615836576882
11957.0,46.335835735165546
